点位名称,SO2,NO2,PM10,CO,O31小时,O38小时,PM2.5,首要污染物,时间,日期,时间段,气温,风向编码,风力编码,降水强度,天气_多云,天气_晴,天气_阴,天气_雨,天气_雪,天气_雾霾沙尘
纺织城 ,49,72,79,,,,,1,2010/11/5,2010-11-05,0,,,,,,,,,,
纺织城 ,49,72,79,,,,,1,2010/11/5,2010-11-05,1,,,,,,,,,,
纺织城 ,40,58,69,,,,,1,2010/11/4,2010-11-04,0,,,,,,,,,,
纺织城 ,40,58,69,,,,,1,2010/11/4,2010-11-04,1,,,,,,,,,,
纺织城 ,41,69,77,,,,,1,2010/11/3,2010-11-03,0,,,,,,,,,,
纺织城 ,41,69,77,,,,,1,2010/11/3,2010-11-03,1,,,,,,,,,,
纺织城 ,36,48,77,,,,,1,2010/11/2,2010-11-02,0,,,,,,,,,,
纺织城 ,36,48,77,,,,,1,2010/11/2,2010-11-02,1,,,,,,,,,,
纺织城 ,52,109,130,,,,,2,2010/11/1,2010-11-01,0,,,,,,,,,,
纺织城 ,52,109,130,,,,,2,2010/11/1,2010-11-01,1,,,,,,,,,,
纺织城 ,45,103,106,,,,,2,2010/10/31,2010-10-31,0,,,,,,,,,,
纺织城 ,45,103,106,,,,,2,2010/10/31,2010-10-31,1,,,,,,,,,,
纺织城 ,40,82,77,,,,,1,2010/10/30,2010-10-30,0,,,,,,,,,,
纺织城 ,40,82,77,,,,,1,2010/10/30,2010-10-30,1,,,,,,,,,,
纺织城 ,30,47,74,,,,,1,2010/10/29,2010-10-29,0,,,,,,,,,,
纺织城 ,30,47,74,,,,,1,2010/10/29,2010-10-29,1,,,,,,,,,,
纺织城 ,37,46,62,,,,,1,2010/10/28,2010-10-28,0,,,,,,,,,,
纺织城 ,37,46,62,,,,,1,2010/10/28,2010-10-28,1,,,,,,,,,,
纺织城 ,20,34,73,,,,,1,2010/10/27,2010-10-27,0,,,,,,,,,,
纺织城 ,20,34,73,,,,,1,2010/10/27,2010-10-27,1,,,,,,,,,,
纺织城 ,10,26,27,,,,,0,2010/10/26,2010-10-26,0,,,,,,,,,,
纺织城 ,10,26,27,,,,,0,2010/10/26,2010-10-26,1,,,,,,,,,,
纺织城 ,17,25,54,,,,,1,2010/10/25,2010-10-25,0,,,,,,,,,,
纺织城 ,17,25,54,,,,,1,2010/10/25,2010-10-25,1,,,,,,,,,,
纺织城 ,42,67,133,,,,,2,2010/10/24,2010-10-24,0,,,,,,,,,,
纺织城 ,42,67,133,,,,,2,2010/10/24,2010-10-24,1,,,,,,,,,,
纺织城 ,42,55,106,,,,,2,2010/10/23,2010-10-23,0,,,,,,,,,,
纺织城 ,42,55,106,,,,,2,2010/10/23,2010-10-23,1,,,,,,,,,,
纺织城 ,41,63,96,,,,,1,2010/10/22,2010-10-22,0,,,,,,,,,,
纺织城 ,41,63,96,,,,,1,2010/10/22,2010-10-22,1,,,,,,,,,,
纺织城 ,36,46,126,,,,,2,2010/10/21,2010-10-21,0,,,,,,,,,,
纺织城 ,36,46,126,,,,,2,2010/10/21,2010-10-21,1,,,,,,,,,,
纺织城 ,20,45,152,,,,,3,2010/10/20,2010-10-20,0,,,,,,,,,,
纺织城 ,20,45,152,,,,,3,2010/10/20,2010-10-20,1,,,,,,,,,,
纺织城 ,40,75,146,,,,,2,2010/10/19,2010-10-19,0,,,,,,,,,,
纺织城 ,40,75,146,,,,,2,2010/10/19,2010-10-19,1,,,,,,,,,,
纺织城 ,26,69,118,,,,,2,2010/10/18,2010-10-18,0,,,,,,,,,,
纺织城 ,26,69,118,,,,,2,2010/10/18,2010-10-18,1,,,,,,,,,,
纺织城 ,35,85,100,,,,,1,2010/10/17,2010-10-17,0,,,,,,,,,,
纺织城 ,35,85,100,,,,,1,2010/10/17,2010-10-17,1,,,,,,,,,,
纺织城 ,28,88,90,,,,,1,2010/10/16,2010-10-16,0,,,,,,,,,,
纺织城 ,28,88,90,,,,,1,2010/10/16,2010-10-16,1,,,,,,,,,,
纺织城 ,25,48,65,,,,,1,2010/10/15,2010-10-15,0,,,,,,,,,,
纺织城 ,25,48,65,,,,,1,2010/10/15,2010-10-15,1,,,,,,,,,,
纺织城 ,27,45,96,,,,,1,2010/10/14,2010-10-14,0,,,,,,,,,,
纺织城 ,27,45,96,,,,,1,2010/10/14,2010-10-14,1,,,,,,,,,,
纺织城 ,20,49,56,,,,,1,2010/10/13,2010-10-13,0,,,,,,,,,,
纺织城 ,20,49,56,,,,,1,2010/10/13,2010-10-13,1,,,,,,,,,,
纺织城 ,17,40,60,,,,,1,2010/10/12,2010-10-12,0,,,,,,,,,,
纺织城 ,17,40,60,,,,,1,2010/10/12,2010-10-12,1,,,,,,,,,,
纺织城 ,29,22,59,,,,,1,2010/10/11,2010-10-11,0,,,,,,,,,,
纺织城 ,29,22,59,,,,,1,2010/10/11,2010-10-11,1,,,,,,,,,,
纺织城 ,27,40,87,,,,,1,2010/10/10,2010-10-10,0,,,,,,,,,,
纺织城 ,27,40,87,,,,,1,2010/10/10,2010-10-10,1,,,,,,,,,,
纺织城 ,32,37,133,,,,,2,2010/10/9,2010-10-09,0,,,,,,,,,,
纺织城 ,32,37,133,,,,,2,2010/10/9,2010-10-09,1,,,,,,,,,,
纺织城 ,27,42,93,,,,,1,2010/10/8,2010-10-08,0,,,,,,,,,,
纺织城 ,27,42,93,,,,,1,2010/10/8,2010-10-08,1,,,,,,,,,,
纺织城 ,50,39,94,,,,,1,2010/10/7,2010-10-07,0,,,,,,,,,,
纺织城 ,50,39,94,,,,,1,2010/10/7,2010-10-07,1,,,,,,,,,,
纺织城 ,49,32,84,,,,,1,2010/10/6,2010-10-06,0,,,,,,,,,,
纺织城 ,49,32,84,,,,,1,2010/10/6,2010-10-06,1,,,,,,,,,,
纺织城 ,29,33,75,,,,,1,2010/10/5,2010-10-05,0,,,,,,,,,,
纺织城 ,29,33,75,,,,,1,2010/10/5,2010-10-05,1,,,,,,,,,,
纺织城 ,24,44,64,,,,,1,2010/10/4,2010-10-04,0,,,,,,,,,,
纺织城 ,24,44,64,,,,,1,2010/10/4,2010-10-04,1,,,,,,,,,,
纺织城 ,18,29,70,,,,,1,2010/10/3,2010-10-03,0,,,,,,,,,,
纺织城 ,18,29,70,,,,,1,2010/10/3,2010-10-03,1,,,,,,,,,,
纺织城 ,18,24,68,,,,,1,2010/10/2,2010-10-02,0,,,,,,,,,,
纺织城 ,18,24,68,,,,,1,2010/10/2,2010-10-02,1,,,,,,,,,,
纺织城 ,24,29,100,,,,,1,2010/10/1,2010-10-01,0,,,,,,,,,,
纺织城 ,24,29,100,,,,,1,2010/10/1,2010-10-01,1,,,,,,,,,,
纺织城 ,36,26,88,,,,,1,2010/9/30,2010-09-30,0,,,,,,,,,,
纺织城 ,36,26,88,,,,,1,2010/9/30,2010-09-30,1,,,,,,,,,,
纺织城 ,21,25,91,,,,,1,2010/9/29,2010-09-29,0,,,,,,,,,,
纺织城 ,21,25,91,,,,,1,2010/9/29,2010-09-29,1,,,,,,,,,,
纺织城 ,39,40,124,,,,,2,2010/9/28,2010-09-28,0,,,,,,,,,,
纺织城 ,39,40,124,,,,,2,2010/9/28,2010-09-28,1,,,,,,,,,,
纺织城 ,32,17,100,,,,,1,2010/9/27,2010-09-27,0,,,,,,,,,,
纺织城 ,32,17,100,,,,,1,2010/9/27,2010-09-27,1,,,,,,,,,,
纺织城 ,25,20,63,,,,,1,2010/9/26,2010-09-26,0,,,,,,,,,,
纺织城 ,25,20,63,,,,,1,2010/9/26,2010-09-26,1,,,,,,,,,,
纺织城 ,19,13,73,,,,,1,2010/9/25,2010-09-25,0,,,,,,,,,,
纺织城 ,19,13,73,,,,,1,2010/9/25,2010-09-25,1,,,,,,,,,,
纺织城 ,58,50,80,,,,,1,2010/9/24,2010-09-24,0,,,,,,,,,,
纺织城 ,58,50,80,,,,,1,2010/9/24,2010-09-24,1,,,,,,,,,,
纺织城 ,40,39,50,,,,,0,2010/9/23,2010-09-23,0,,,,,,,,,,
纺织城 ,40,39,50,,,,,0,2010/9/23,2010-09-23,1,,,,,,,,,,
纺织城 ,31,36,36,,,,,0,2010/9/22,2010-09-22,0,,,,,,,,,,
纺织城 ,31,36,36,,,,,0,2010/9/22,2010-09-22,1,,,,,,,,,,
纺织城 ,34,44,75,,,,,1,2010/9/21,2010-09-21,0,,,,,,,,,,
纺织城 ,34,44,75,,,,,1,2010/9/21,2010-09-21,1,,,,,,,,,,
纺织城 ,29,42,77,,,,,1,2010/9/20,2010-09-20,0,,,,,,,,,,
纺织城 ,29,42,77,,,,,1,2010/9/20,2010-09-20,1,,,,,,,,,,
纺织城 ,29,39,85,,,,,1,2010/9/19,2010-09-19,0,,,,,,,,,,
纺织城 ,29,39,85,,,,,1,2010/9/19,2010-09-19,1,,,,,,,,,,
纺织城 ,33,23,77,,,,,1,2010/9/18,2010-09-18,0,,,,,,,,,,
纺织城 ,33,23,77,,,,,1,2010/9/18,2010-09-18,1,,,,,,,,,,
纺织城 ,23,32,57,,,,,1,2010/9/17,2010-09-17,0,,,,,,,,,,
纺织城 ,23,32,57,,,,,1,2010/9/17,2010-09-17,1,,,,,,,,,,
纺织城 ,31,39,76,,,,,1,2010/9/16,2010-09-16,0,,,,,,,,,,
纺织城 ,31,39,76,,,,,1,2010/9/16,2010-09-16,1,,,,,,,,,,
纺织城 ,22,37,59,,,,,1,2010/9/15,2010-09-15,0,,,,,,,,,,
纺织城 ,22,37,59,,,,,1,2010/9/15,2010-09-15,1,,,,,,,,,,
纺织城 ,24,31,68,,,,,1,2010/9/14,2010-09-14,0,,,,,,,,,,
纺织城 ,24,31,68,,,,,1,2010/9/14,2010-09-14,1,,,,,,,,,,
纺织城 ,20,50,57,,,,,1,2010/9/13,2010-09-13,0,,,,,,,,,,
纺织城 ,20,50,57,,,,,1,2010/9/13,2010-09-13,1,,,,,,,,,,
纺织城 ,26,29,70,,,,,1,2010/9/12,2010-09-12,0,,,,,,,,,,
纺织城 ,26,29,70,,,,,1,2010/9/12,2010-09-12,1,,,,,,,,,,
纺织城 ,19,29,55,,,,,1,2010/9/11,2010-09-11,0,,,,,,,,,,
纺织城 ,19,29,55,,,,,1,2010/9/11,2010-09-11,1,,,,,,,,,,
纺织城 ,24,28,52,,,,,1,2010/9/10,2010-09-10,0,,,,,,,,,,
纺织城 ,24,28,52,,,,,1,2010/9/10,2010-09-10,1,,,,,,,,,,
纺织城 ,39,25,92,,,,,1,2010/9/9,2010-09-09,0,,,,,,,,,,
纺织城 ,39,25,92,,,,,1,2010/9/9,2010-09-09,1,,,,,,,,,,
纺织城 ,34,25,54,,,,,1,2010/9/8,2010-09-08,0,,,,,,,,,,
纺织城 ,34,25,54,,,,,1,2010/9/8,2010-09-08,1,,,,,,,,,,
纺织城 ,11,28,75,,,,,1,2010/9/7,2010-09-07,0,,,,,,,,,,
纺织城 ,11,28,75,,,,,1,2010/9/7,2010-09-07,1,,,,,,,,,,
纺织城 ,26,25,99,,,,,1,2010/9/6,2010-09-06,0,,,,,,,,,,
纺织城 ,26,25,99,,,,,1,2010/9/6,2010-09-06,1,,,,,,,,,,
纺织城 ,25,35,66,,,,,1,2010/9/5,2010-09-05,0,,,,,,,,,,
纺织城 ,25,35,66,,,,,1,2010/9/5,2010-09-05,1,,,,,,,,,,
纺织城 ,25,32,76,,,,,1,2010/9/4,2010-09-04,0,,,,,,,,,,
纺织城 ,25,32,76,,,,,1,2010/9/4,2010-09-04,1,,,,,,,,,,
纺织城 ,34,36,83,,,,,1,2010/9/3,2010-09-03,0,,,,,,,,,,
纺织城 ,34,36,83,,,,,1,2010/9/3,2010-09-03,1,,,,,,,,,,
纺织城 ,42,39,87,,,,,1,2010/9/2,2010-09-02,0,,,,,,,,,,
纺织城 ,42,39,87,,,,,1,2010/9/2,2010-09-02,1,,,,,,,,,,
纺织城 ,31,27,56,,,,,1,2010/9/1,2010-09-01,0,,,,,,,,,,
纺织城 ,31,27,56,,,,,1,2010/9/1,2010-09-01,1,,,,,,,,,,
纺织城 ,32,30,69,,,,,1,2010/8/31,2010-08-31,0,,,,,,,,,,
纺织城 ,32,30,69,,,,,1,2010/8/31,2010-08-31,1,,,,,,,,,,
纺织城 ,31,42,88,,,,,1,2010/8/30,2010-08-30,0,,,,,,,,,,
纺织城 ,31,42,88,,,,,1,2010/8/30,2010-08-30,1,,,,,,,,,,
纺织城 ,29,29,84,,,,,1,2010/8/29,2010-08-29,0,,,,,,,,,,
纺织城 ,29,29,84,,,,,1,2010/8/29,2010-08-29,1,,,,,,,,,,
纺织城 ,41,27,80,,,,,1,2010/8/28,2010-08-28,0,,,,,,,,,,
纺织城 ,41,27,80,,,,,1,2010/8/28,2010-08-28,1,,,,,,,,,,
纺织城 ,26,32,70,,,,,1,2010/8/27,2010-08-27,0,,,,,,,,,,
纺织城 ,26,32,70,,,,,1,2010/8/27,2010-08-27,1,,,,,,,,,,
纺织城 ,37,29,69,,,,,1,2010/8/26,2010-08-26,0,,,,,,,,,,
纺织城 ,37,29,69,,,,,1,2010/8/26,2010-08-26,1,,,,,,,,,,
纺织城 ,29,26,53,,,,,1,2010/8/25,2010-08-25,0,,,,,,,,,,
纺织城 ,29,26,53,,,,,1,2010/8/25,2010-08-25,1,,,,,,,,,,
纺织城 ,6,7,19,,,,,0,2010/8/24,2010-08-24,0,,,,,,,,,,
纺织城 ,6,7,19,,,,,0,2010/8/24,2010-08-24,1,,,,,,,,,,
纺织城 ,18,16,60,,,,,1,2010/8/23,2010-08-23,0,,,,,,,,,,
纺织城 ,18,16,60,,,,,1,2010/8/23,2010-08-23,1,,,,,,,,,,
纺织城 ,8,22,58,,,,,1,2010/8/22,2010-08-22,0,,,,,,,,,,
纺织城 ,8,22,58,,,,,1,2010/8/22,2010-08-22,1,,,,,,,,,,
纺织城 ,9,20,69,,,,,1,2010/8/21,2010-08-21,0,,,,,,,,,,
纺织城 ,9,20,69,,,,,1,2010/8/21,2010-08-21,1,,,,,,,,,,
纺织城 ,10,25,55,,,,,1,2010/8/20,2010-08-20,0,,,,,,,,,,
纺织城 ,10,25,55,,,,,1,2010/8/20,2010-08-20,1,,,,,,,,,,
纺织城 ,22,25,91,,,,,1,2010/8/19,2010-08-19,0,,,,,,,,,,
纺织城 ,22,25,91,,,,,1,2010/8/19,2010-08-19,1,,,,,,,,,,
纺织城 ,12,25,97,,,,,1,2010/8/18,2010-08-18,0,,,,,,,,,,
纺织城 ,12,25,97,,,,,1,2010/8/18,2010-08-18,1,,,,,,,,,,
纺织城 ,11,37,77,,,,,1,2010/8/17,2010-08-17,0,,,,,,,,,,
纺织城 ,11,37,77,,,,,1,2010/8/17,2010-08-17,1,,,,,,,,,,
纺织城 ,20,26,67,,,,,1,2010/8/16,2010-08-16,0,,,,,,,,,,
纺织城 ,20,26,67,,,,,1,2010/8/16,2010-08-16,1,,,,,,,,,,
纺织城 ,10,22,71,,,,,1,2010/8/15,2010-08-15,0,,,,,,,,,,
纺织城 ,10,22,71,,,,,1,2010/8/15,2010-08-15,1,,,,,,,,,,
纺织城 ,9,16,54,,,,,1,2010/8/14,2010-08-14,0,,,,,,,,,,
纺织城 ,9,16,54,,,,,1,2010/8/14,2010-08-14,1,,,,,,,,,,
纺织城 ,10,17,83,,,,,1,2010/8/13,2010-08-13,0,,,,,,,,,,
纺织城 ,10,17,83,,,,,1,2010/8/13,2010-08-13,1,,,,,,,,,,
纺织城 ,3,12,82,,,,,1,2010/8/12,2010-08-12,0,,,,,,,,,,
纺织城 ,3,12,82,,,,,1,2010/8/12,2010-08-12,1,,,,,,,,,,
纺织城 ,25,12,92,,,,,1,2010/8/11,2010-08-11,0,,,,,,,,,,
纺织城 ,25,12,92,,,,,1,2010/8/11,2010-08-11,1,,,,,,,,,,
纺织城 ,20,8,79,,,,,1,2010/8/10,2010-08-10,0,,,,,,,,,,
纺织城 ,20,8,79,,,,,1,2010/8/10,2010-08-10,1,,,,,,,,,,
纺织城 ,17,12,89,,,,,1,2010/8/9,2010-08-09,0,,,,,,,,,,
纺织城 ,17,12,89,,,,,1,2010/8/9,2010-08-09,1,,,,,,,,,,
纺织城 ,13,9,89,,,,,1,2010/8/8,2010-08-08,0,,,,,,,,,,
纺织城 ,13,9,89,,,,,1,2010/8/8,2010-08-08,1,,,,,,,,,,
纺织城 ,13,7,85,,,,,1,2010/8/7,2010-08-07,0,,,,,,,,,,
纺织城 ,13,7,85,,,,,1,2010/8/7,2010-08-07,1,,,,,,,,,,
纺织城 ,9,27,68,,,,,1,2010/8/6,2010-08-06,0,,,,,,,,,,
纺织城 ,9,27,68,,,,,1,2010/8/6,2010-08-06,1,,,,,,,,,,
纺织城 ,8,15,55,,,,,1,2010/8/5,2010-08-05,0,,,,,,,,,,
纺织城 ,8,15,55,,,,,1,2010/8/5,2010-08-05,1,,,,,,,,,,
纺织城 ,16,20,88,,,,,1,2010/8/4,2010-08-04,0,,,,,,,,,,
纺织城 ,16,20,88,,,,,1,2010/8/4,2010-08-04,1,,,,,,,,,,
纺织城 ,17,18,90,,,,,1,2010/8/3,2010-08-03,0,,,,,,,,,,
纺织城 ,17,18,90,,,,,1,2010/8/3,2010-08-03,1,,,,,,,,,,
纺织城 ,10,23,75,,,,,1,2010/8/2,2010-08-02,0,,,,,,,,,,
纺织城 ,10,23,75,,,,,1,2010/8/2,2010-08-02,1,,,,,,,,,,
纺织城 ,22,25,86,,,,,1,2010/8/1,2010-08-01,0,,,,,,,,,,
纺织城 ,22,25,86,,,,,1,2010/8/1,2010-08-01,1,,,,,,,,,,
纺织城 ,13,20,91,,,,,1,2010/7/31,2010-07-31,0,,,,,,,,,,
纺织城 ,13,20,91,,,,,1,2010/7/31,2010-07-31,1,,,,,,,,,,
纺织城 ,28,16,80,,,,,1,2010/7/30,2010-07-30,0,,,,,,,,,,
纺织城 ,28,16,80,,,,,1,2010/7/30,2010-07-30,1,,,,,,,,,,
纺织城 ,15,22,90,,,,,1,2010/7/29,2010-07-29,0,,,,,,,,,,
纺织城 ,15,22,90,,,,,1,2010/7/29,2010-07-29,1,,,,,,,,,,
纺织城 ,12,16,81,,,,,1,2010/7/28,2010-07-28,0,,,,,,,,,,
纺织城 ,12,16,81,,,,,1,2010/7/28,2010-07-28,1,,,,,,,,,,
纺织城 ,31,24,98,,,,,1,2010/7/27,2010-07-27,0,,,,,,,,,,
纺织城 ,31,24,98,,,,,1,2010/7/27,2010-07-27,1,,,,,,,,,,
纺织城 ,24,19,72,,,,,1,2010/7/26,2010-07-26,0,,,,,,,,,,
纺织城 ,24,19,72,,,,,1,2010/7/26,2010-07-26,1,,,,,,,,,,
纺织城 ,13,12,75,,,,,1,2010/7/25,2010-07-25,0,,,,,,,,,,
纺织城 ,13,12,75,,,,,1,2010/7/25,2010-07-25,1,,,,,,,,,,
纺织城 ,15,21,83,,,,,1,2010/7/24,2010-07-24,0,,,,,,,,,,
纺织城 ,15,21,83,,,,,1,2010/7/24,2010-07-24,1,,,,,,,,,,
纺织城 ,8,20,93,,,,,1,2010/7/23,2010-07-23,0,,,,,,,,,,
纺织城 ,8,20,93,,,,,1,2010/7/23,2010-07-23,1,,,,,,,,,,
纺织城 ,17,21,57,,,,,1,2010/7/22,2010-07-22,0,,,,,,,,,,
纺织城 ,17,21,57,,,,,1,2010/7/22,2010-07-22,1,,,,,,,,,,
纺织城 ,16,25,65,,,,,1,2010/7/21,2010-07-21,0,,,,,,,,,,
纺织城 ,16,25,65,,,,,1,2010/7/21,2010-07-21,1,,,,,,,,,,
纺织城 ,13,29,83,,,,,1,2010/7/20,2010-07-20,0,,,,,,,,,,
纺织城 ,13,29,83,,,,,1,2010/7/20,2010-07-20,1,,,,,,,,,,
纺织城 ,10,30,77,,,,,1,2010/7/19,2010-07-19,0,,,,,,,,,,
纺织城 ,10,30,77,,,,,1,2010/7/19,2010-07-19,1,,,,,,,,,,
纺织城 ,19,35,79,,,,,1,2010/7/18,2010-07-18,0,,,,,,,,,,
纺织城 ,19,35,79,,,,,1,2010/7/18,2010-07-18,1,,,,,,,,,,
纺织城 ,8,22,83,,,,,1,2010/7/17,2010-07-17,0,,,,,,,,,,
纺织城 ,8,22,83,,,,,1,2010/7/17,2010-07-17,1,,,,,,,,,,
纺织城 ,13,16,93,,,,,1,2010/7/16,2010-07-16,0,,,,,,,,,,
纺织城 ,13,16,93,,,,,1,2010/7/16,2010-07-16,1,,,,,,,,,,
纺织城 ,10,15,53,,,,,1,2010/7/15,2010-07-15,0,,,,,,,,,,
纺织城 ,10,15,53,,,,,1,2010/7/15,2010-07-15,1,,,,,,,,,,
纺织城 ,15,20,74,,,,,1,2010/7/14,2010-07-14,0,,,,,,,,,,
纺织城 ,15,20,74,,,,,1,2010/7/14,2010-07-14,1,,,,,,,,,,
纺织城 ,34,9,86,,,,,1,2010/7/13,2010-07-13,0,,,,,,,,,,
纺织城 ,34,9,86,,,,,1,2010/7/13,2010-07-13,1,,,,,,,,,,
纺织城 ,14,15,71,,,,,1,2010/7/12,2010-07-12,0,,,,,,,,,,
纺织城 ,14,15,71,,,,,1,2010/7/12,2010-07-12,1,,,,,,,,,,
纺织城 ,18,23,74,,,,,1,2010/7/11,2010-07-11,0,,,,,,,,,,
纺织城 ,18,23,74,,,,,1,2010/7/11,2010-07-11,1,,,,,,,,,,
纺织城 ,8,20,30,,,,,0,2010/7/10,2010-07-10,0,,,,,,,,,,
纺织城 ,8,20,30,,,,,0,2010/7/10,2010-07-10,1,,,,,,,,,,
纺织城 ,10,22,86,,,,,1,2010/7/9,2010-07-09,0,,,,,,,,,,
纺织城 ,10,22,86,,,,,1,2010/7/9,2010-07-09,1,,,,,,,,,,
纺织城 ,10,28,88,,,,,1,2010/7/8,2010-07-08,0,,,,,,,,,,
纺织城 ,10,28,88,,,,,1,2010/7/8,2010-07-08,1,,,,,,,,,,
纺织城 ,13,17,68,,,,,1,2010/7/7,2010-07-07,0,,,,,,,,,,
纺织城 ,13,17,68,,,,,1,2010/7/7,2010-07-07,1,,,,,,,,,,
纺织城 ,33,34,66,,,,,1,2010/7/6,2010-07-06,0,,,,,,,,,,
纺织城 ,33,34,66,,,,,1,2010/7/6,2010-07-06,1,,,,,,,,,,
纺织城 ,13,34,62,,,,,1,2010/7/5,2010-07-05,0,,,,,,,,,,
纺织城 ,13,34,62,,,,,1,2010/7/5,2010-07-05,1,,,,,,,,,,
纺织城 ,25,37,60,,,,,1,2010/7/4,2010-07-04,0,,,,,,,,,,
纺织城 ,25,37,60,,,,,1,2010/7/4,2010-07-04,1,,,,,,,,,,
纺织城 ,13,26,78,,,,,1,2010/7/3,2010-07-03,0,,,,,,,,,,
纺织城 ,13,26,78,,,,,1,2010/7/3,2010-07-03,1,,,,,,,,,,
纺织城 ,18,32,72,,,,,1,2010/7/2,2010-07-02,0,,,,,,,,,,
纺织城 ,18,32,72,,,,,1,2010/7/2,2010-07-02,1,,,,,,,,,,
纺织城 ,24,31,39,,,,,0,2010/7/1,2010-07-01,0,,,,,,,,,,
纺织城 ,24,31,39,,,,,0,2010/7/1,2010-07-01,1,,,,,,,,,,
纺织城 ,15,19,53,,,,,1,2010/6/30,2010-06-30,0,,,,,,,,,,
纺织城 ,15,19,53,,,,,1,2010/6/30,2010-06-30,1,,,,,,,,,,
纺织城 ,23,10,64,,,,,1,2010/6/29,2010-06-29,0,,,,,,,,,,
纺织城 ,23,10,64,,,,,1,2010/6/29,2010-06-29,1,,,,,,,,,,
纺织城 ,39,12,91,,,,,1,2010/6/28,2010-06-28,0,,,,,,,,,,
纺织城 ,39,12,91,,,,,1,2010/6/28,2010-06-28,1,,,,,,,,,,
纺织城 ,30,7,54,,,,,1,2010/6/27,2010-06-27,0,,,,,,,,,,
纺织城 ,30,7,54,,,,,1,2010/6/27,2010-06-27,1,,,,,,,,,,
纺织城 ,22,15,73,,,,,1,2010/6/26,2010-06-26,0,,,,,,,,,,
纺织城 ,22,15,73,,,,,1,2010/6/26,2010-06-26,1,,,,,,,,,,
纺织城 ,21,12,73,,,,,1,2010/6/25,2010-06-25,0,,,,,,,,,,
纺织城 ,21,12,73,,,,,1,2010/6/25,2010-06-25,1,,,,,,,,,,
纺织城 ,28,9,73,,,,,1,2010/6/24,2010-06-24,0,,,,,,,,,,
纺织城 ,28,9,73,,,,,1,2010/6/24,2010-06-24,1,,,,,,,,,,
纺织城 ,14,22,60,,,,,1,2010/6/23,2010-06-23,0,,,,,,,,,,
纺织城 ,14,22,60,,,,,1,2010/6/23,2010-06-23,1,,,,,,,,,,
纺织城 ,13,20,81,,,,,1,2010/6/22,2010-06-22,0,,,,,,,,,,
纺织城 ,13,20,81,,,,,1,2010/6/22,2010-06-22,1,,,,,,,,,,
纺织城 ,13,22,87,,,,,1,2010/6/21,2010-06-21,0,,,,,,,,,,
纺织城 ,13,22,87,,,,,1,2010/6/21,2010-06-21,1,,,,,,,,,,
纺织城 ,13,35,77,,,,,1,2010/6/20,2010-06-20,0,,,,,,,,,,
纺织城 ,13,35,77,,,,,1,2010/6/20,2010-06-20,1,,,,,,,,,,
纺织城 ,19,33,95,,,,,1,2010/6/19,2010-06-19,0,,,,,,,,,,
纺织城 ,19,33,95,,,,,1,2010/6/19,2010-06-19,1,,,,,,,,,,
纺织城 ,20,42,83,,,,,1,2010/6/18,2010-06-18,0,,,,,,,,,,
纺织城 ,20,42,83,,,,,1,2010/6/18,2010-06-18,1,,,,,,,,,,
纺织城 ,16,29,63,,,,,1,2010/6/17,2010-06-17,0,,,,,,,,,,
纺织城 ,16,29,63,,,,,1,2010/6/17,2010-06-17,1,,,,,,,,,,
纺织城 ,7,26,61,,,,,1,2010/6/16,2010-06-16,0,,,,,,,,,,
纺织城 ,7,26,61,,,,,1,2010/6/16,2010-06-16,1,,,,,,,,,,
纺织城 ,22,41,103,,,,,2,2010/6/15,2010-06-15,0,,,,,,,,,,
纺织城 ,22,41,103,,,,,2,2010/6/15,2010-06-15,1,,,,,,,,,,
纺织城 ,28,28,84,,,,,1,2010/6/14,2010-06-14,0,,,,,,,,,,
纺织城 ,28,28,84,,,,,1,2010/6/14,2010-06-14,1,,,,,,,,,,
纺织城 ,29,37,79,,,,,1,2010/6/13,2010-06-13,0,,,,,,,,,,
纺织城 ,29,37,79,,,,,1,2010/6/13,2010-06-13,1,,,,,,,,,,
纺织城 ,25,19,57,,,,,1,2010/6/12,2010-06-12,0,,,,,,,,,,
纺织城 ,25,19,57,,,,,1,2010/6/12,2010-06-12,1,,,,,,,,,,
纺织城 ,17,50,92,,,,,1,2010/6/11,2010-06-11,0,,,,,,,,,,
纺织城 ,17,50,92,,,,,1,2010/6/11,2010-06-11,1,,,,,,,,,,
纺织城 ,11,31,61,,,,,1,2010/6/10,2010-06-10,0,,,,,,,,,,
纺织城 ,11,31,61,,,,,1,2010/6/10,2010-06-10,1,,,,,,,,,,
纺织城 ,5,22,73,,,,,1,2010/6/9,2010-06-09,0,,,,,,,,,,
纺织城 ,5,22,73,,,,,1,2010/6/9,2010-06-09,1,,,,,,,,,,
纺织城 ,13,22,67,,,,,1,2010/6/8,2010-06-08,0,,,,,,,,,,
纺织城 ,13,22,67,,,,,1,2010/6/8,2010-06-08,1,,,,,,,,,,
纺织城 ,14,13,79,,,,,1,2010/6/7,2010-06-07,0,,,,,,,,,,
纺织城 ,14,13,79,,,,,1,2010/6/7,2010-06-07,1,,,,,,,,,,
纺织城 ,10,19,74,,,,,1,2010/6/6,2010-06-06,0,,,,,,,,,,
纺织城 ,10,19,74,,,,,1,2010/6/6,2010-06-06,1,,,,,,,,,,
纺织城 ,25,43,59,,,,,1,2010/6/5,2010-06-05,0,,,,,,,,,,
纺织城 ,25,43,59,,,,,1,2010/6/5,2010-06-05,1,,,,,,,,,,
